,eventid,iyear,imonth,iday,country,country_txt,region,region_txt,city,latitude,longitude,success,attacktype1,attacktype1_txt,targtype1,targtype1_txt,natlty1,natlty1_txt,weaptype1,weaptype1_txt,weapdetail,nkill,nkillus,nwound,nwoundus,location
81609,200610030009,2006,10,3,195,Sudan,11,Sub-Saharan Africa,Qurayd,10.791712,31.758612,1,9,Unknown,14,Private Citizens & Property,195.0,Sudan,13,Unknown,,11.0,0.0,0.0,0.0,
81610,200610040001,2006,10,4,95,Iraq,10,Middle East & North Africa,Baghdad,33.303566,44.371773,1,3,Bombing/Explosion,14,Private Citizens & Property,95.0,Iraq,6,Explosives,,16.0,0.0,87.0,0.0,
81621,200610050007,2006,10,5,104,Kenya,11,Sub-Saharan Africa,Marsabit,2.3323970000000003,37.982383,1,2,Armed Assault,3,Police,104.0,Kenya,5,Firearms,,17.0,0.0,3.0,0.0,
81625,200610060002,2006,10,6,92,India,6,South Asia,Hathikhali,25.638092999999998,93.095714,1,2,Armed Assault,14,Private Citizens & Property,92.0,India,5,Firearms,,11.0,0.0,,,
81653,200610120002,2006,10,12,95,Iraq,10,Middle East & North Africa,Baghdad,33.303566,44.371773,1,2,Armed Assault,10,Journalists & Media,95.0,Iraq,5,Firearms,,11.0,0.0,,0.0,
81663,200610140001,2006,10,14,95,Iraq,10,Middle East & North Africa,Balad,34.010471,44.148235,1,2,Armed Assault,14,Private Citizens & Property,95.0,Iraq,5,Firearms,,26.0,0.0,,0.0,
81682,200610160001,2006,10,16,186,Sri Lanka,6,South Asia,Trincomalee,8.577826,81.218719,1,3,Bombing/Explosion,4,Military,186.0,Sri Lanka,6,Explosives,,103.0,0.0,150.0,0.0,
81688,200610160009,2006,10,16,95,Iraq,10,Middle East & North Africa,Baghdad,33.303566,44.371773,1,3,Bombing/Explosion,14,Private Citizens & Property,95.0,Iraq,6,Explosives,,11.0,0.0,9.0,0.0,
81701,200610180005,2006,10,18,186,Sri Lanka,6,South Asia,Tangalle,6.0221029999999995,80.799766,1,3,Bombing/Explosion,4,Military,186.0,Sri Lanka,6,Explosives,boats laden with explosives,16.0,0.0,14.0,0.0,
81704,200610190003,2006,10,19,95,Iraq,10,Middle East & North Africa,Khalis,33.848618,44.522125,1,3,Bombing/Explosion,14,Private Citizens & Property,95.0,Iraq,6,Explosives,,17.0,0.0,37.0,0.0,
81706,200610190008,2006,10,19,95,Iraq,10,Middle East & North Africa,Mosul,36.354145,43.143570000000004,1,3,Bombing/Explosion,3,Police,95.0,Iraq,6,Explosives,"Bomber used a booby-trapped fuel truck, driving it into a police station and then detonating it.",12.0,0.0,25.0,0.0,
81708,200610190012,2006,10,19,95,Iraq,10,Middle East & North Africa,Kirkuk,35.45211,44.375465000000005,1,3,Bombing/Explosion,4,Military,95.0,Iraq,6,Explosives,,12.0,0.0,68.0,0.0,
81711,200610190017,2006,10,19,195,Sudan,11,Sub-Saharan Africa,Juba,4.8553489999999995,31.567781,1,2,Armed Assault,14,Private Citizens & Property,195.0,Sudan,5,Firearms,,42.0,0.0,16.0,0.0,
81720,200610210010,2006,10,22,95,Iraq,10,Middle East & North Africa,Mahmudiyah,33.057990999999994,44.354839,1,3,Bombing/Explosion,14,Private Citizens & Property,95.0,Iraq,6,Explosives,,32.0,0.0,53.0,0.0,
81730,200610220011,2006,10,22,95,Iraq,10,Middle East & North Africa,Mahmudiyah,33.057990999999994,44.354839,1,3,Bombing/Explosion,14,Private Citizens & Property,95.0,Iraq,6,Explosives,Five motorcycle bombs were used in this attack.,16.0,0.0,60.0,0.0,
81732,200610220013,2006,10,22,95,Iraq,10,Middle East & North Africa,Muradiyah,33.617965000000005,44.572428,1,3,Bombing/Explosion,3,Police,95.0,Iraq,6,Explosives,,15.0,0.0,25.0,0.0,
81741,200610260001,2006,10,26,95,Iraq,10,Middle East & North Africa,Baqubah,33.74324,44.623825,1,2,Armed Assault,3,Police,95.0,Iraq,5,Firearms,,42.0,0.0,15.0,0.0,
81751,200610280001,2006,10,28,4,Afghanistan,6,South Asia,Tarin Kot,32.666404,65.90362900000001,1,3,Bombing/Explosion,14,Private Citizens & Property,4.0,Afghanistan,6,Explosives,,14.0,0.0,0.0,0.0,
81766,200610290006,2006,10,29,95,Iraq,10,Middle East & North Africa,Basra,30.510053999999997,47.778095,1,2,Armed Assault,3,Police,95.0,Iraq,5,Firearms,,19.0,0.0,0.0,0.0,
81771,200610300004,2006,10,30,95,Iraq,10,Middle East & North Africa,Baghdad,33.303566,44.371773,1,3,Bombing/Explosion,14,Private Citizens & Property,95.0,Iraq,6,Explosives,Bomb was hidden in a trash can.,33.0,0.0,59.0,0.0,
81778,200610310010,2006,10,31,95,Iraq,10,Middle East & North Africa,Baghdad,33.303566,44.371773,1,3,Bombing/Explosion,14,Private Citizens & Property,95.0,Iraq,6,Explosives,,16.0,0.0,19.0,0.0,
81783,200611010003,2006,11,1,95,Iraq,10,Middle East & North Africa,Baghdad,33.3,44.4,1,3,Bombing/Explosion,14,Private Citizens & Property,95.0,Iraq,6,Explosives,,23.0,0.0,19.0,0.0,
81794,200611050001,2006,11,5,92,India,6,South Asia,Guwahati,26.149794,91.763931,1,3,Bombing/Explosion,14,Private Citizens & Property,92.0,India,6,Explosives,,11.0,0.0,53.0,0.0,
81795,200611050003,2006,11,5,95,Iraq,10,Middle East & North Africa,Baghdad,33.303566,44.371773,1,3,Bombing/Explosion,14,Private Citizens & Property,95.0,Iraq,6,Explosives,,14.0,0.0,4.0,0.0,
81797,200611060004,2006,11,6,92,India,6,South Asia,Guwahati,26.149794,91.763931,1,3,Bombing/Explosion,1,Business,92.0,India,6,Explosives,,15.0,0.0,50.0,0.0,
81801,200611070002,2006,11,7,95,Iraq,10,Middle East & North Africa,Baghdad,33.303566,44.371773,1,3,Bombing/Explosion,1,Business,95.0,Iraq,6,Explosives,,21.0,0.0,25.0,0.0,
81809,200611080003,2006,11,8,186,Sri Lanka,6,South Asia,Vakarai,8.13691,81.434079,1,2,Armed Assault,4,Military,186.0,Sri Lanka,5,Firearms,,45.0,0.0,200.0,0.0,
81813,200611090002,2006,11,9,95,Iraq,10,Middle East & North Africa,Baghdad,33.303566,44.371773,1,3,Bombing/Explosion,14,Private Citizens & Property,95.0,Iraq,6,Explosives,,16.0,0.0,52.0,0.0,
81824,200611110005,2006,11,11,195,Sudan,11,Sub-Saharan Africa,Muhajiriyah,11.994044,25.631860999999997,1,2,Armed Assault,14,Private Citizens & Property,195.0,Sudan,5,Firearms,,80.0,0.0,0.0,0.0,
81826,200611120002,2006,11,12,95,Iraq,10,Middle East & North Africa,Baghdad,33.303566,44.371773,1,3,Bombing/Explosion,3,Police,95.0,Iraq,6,Explosives,,35.0,0.0,56.0,0.0,
81830,200611120006,2006,11,12,195,Sudan,11,Sub-Saharan Africa,Unknown,11.648864,24.904221,1,2,Armed Assault,14,Private Citizens & Property,195.0,Sudan,5,Firearms,,15.0,0.0,0.0,0.0,
81831,200611120007,2006,11,12,195,Sudan,11,Sub-Saharan Africa,Bi'r Daqiq,13.71613,22.467154999999998,1,2,Armed Assault,14,Private Citizens & Property,195.0,Sudan,5,Firearms,,12.0,0.0,17.0,0.0,
81835,200611130004,2006,11,13,95,Iraq,10,Middle East & North Africa,Baghdad,33.401699,44.357658,1,3,Bombing/Explosion,19,Transportation,95.0,Iraq,6,Explosives,,11.0,0.0,18.0,0.0,
81866,200611190001,2006,11,19,95,Iraq,10,Middle East & North Africa,Hillah,32.469238,44.416637,1,3,Bombing/Explosion,14,Private Citizens & Property,95.0,Iraq,6,Explosives,,22.0,0.0,44.0,0.0,
81883,200611200008,2006,11,20,195,Sudan,11,Sub-Saharan Africa,Umm Bayi,11.649058,24.904045999999997,1,2,Armed Assault,14,Private Citizens & Property,195.0,Sudan,5,Firearms,,80.0,0.0,0.0,0.0,
81896,200611230001,2006,11,23,95,Iraq,10,Middle East & North Africa,Baghdad,33.303566,44.371773,1,3,Bombing/Explosion,14,Private Citizens & Property,95.0,Iraq,6,Explosives,,205.0,0.0,257.0,0.0,
81904,200611240001,2006,11,24,95,Iraq,10,Middle East & North Africa,Baghdad,33.303566,44.371773,1,2,Armed Assault,14,Private Citizens & Property,95.0,Iraq,6,Explosives,,25.0,0.0,14.0,0.0,
81906,200611240003,2006,11,24,95,Iraq,10,Middle East & North Africa,Tal Afar,36.376823,42.448875,1,3,Bombing/Explosion,1,Business,95.0,Iraq,6,Explosives,,23.0,0.0,43.0,0.0,
81908,200611240005,2006,11,24,95,Iraq,10,Middle East & North Africa,Imam Mansour,34.028358000000004,44.754825,1,2,Armed Assault,14,Private Citizens & Property,95.0,Iraq,5,Firearms,,21.0,0.0,0.0,0.0,
81917,200611250004,2006,11,25,42,Chad,11,Sub-Saharan Africa,Abeche,13.833110000000001,20.834835,1,2,Armed Assault,14,Private Citizens & Property,42.0,Chad,5,Firearms,,40.0,0.0,0.0,0.0,
81919,200611260002,2006,11,26,4,Afghanistan,6,South Asia,Urgun,32.861513,69.126826,1,3,Bombing/Explosion,2,Government (General),4.0,Afghanistan,6,Explosives,,16.0,0.0,25.0,0.0,
81949,200612020002,2006,12,2,92,India,6,South Asia,Bokaro,23.669296,86.151112,1,3,Bombing/Explosion,3,Police,92.0,India,6,Explosives,,13.0,0.0,0.0,0.0,
81950,200612020003,2006,12,2,95,Iraq,10,Middle East & North Africa,Baghdad,33.303566,44.371773,1,3,Bombing/Explosion,14,Private Citizens & Property,95.0,Iraq,6,Explosives,,14.0,0.0,29.0,0.0,
81951,200612020004,2006,12,2,95,Iraq,10,Middle East & North Africa,Baghdad,33.303566,44.371773,1,3,Bombing/Explosion,14,Private Citizens & Property,95.0,Iraq,6,Explosives,,13.0,0.0,29.0,0.0,
81953,200612020007,2006,12,2,95,Iraq,10,Middle East & North Africa,Baghdad,33.303566,44.371773,1,3,Bombing/Explosion,14,Private Citizens & Property,95.0,Iraq,6,Explosives,,13.0,0.0,29.0,0.0,
81957,200612020012,2006,12,2,95,Iraq,10,Middle East & North Africa,Shikhan,36.687435,43.347865999999996,1,9,Unknown,14,Private Citizens & Property,95.0,Iraq,13,Unknown,,14.0,0.0,0.0,0.0,
81961,200612030001,2006,12,3,95,Iraq,10,Middle East & North Africa,Baghdad,33.303566,44.371773,1,3,Bombing/Explosion,14,Private Citizens & Property,95.0,Iraq,6,Explosives,,48.0,,87.0,,
81962,200612030002,2006,12,3,95,Iraq,10,Middle East & North Africa,Baghdad,33.303566,44.371773,1,3,Bombing/Explosion,4,Military,217.0,United States,6,Explosives,,14.0,3.0,,0.0,
81964,200612030005,2006,12,3,92,India,6,South Asia,Bokaro,23.669296,86.151112,1,3,Bombing/Explosion,3,Police,92.0,India,6,Explosives,,13.0,0.0,3.0,0.0,
81970,200612030013,2006,12,3,95,Iraq,10,Middle East & North Africa,Baghdad,33.303566,44.371773,1,3,Bombing/Explosion,14,Private Citizens & Property,95.0,Iraq,6,Explosives,,61.0,,90.0,,
81973,200612030016,2006,12,3,95,Iraq,10,Middle East & North Africa,Baghdad,33.303566,44.371773,1,3,Bombing/Explosion,14,Private Citizens & Property,95.0,Iraq,6,Explosives,,51.0,,90.0,,
81979,200612030024,2006,12,3,195,Sudan,11,Sub-Saharan Africa,Nyalla South West district,12.06756,25.167421,1,7,Facility/Infrastructure Attack,14,Private Citizens & Property,195.0,Sudan,8,Incendiary,,20.0,0.0,,0.0,
81980,200612030025,2006,12,3,92,India,6,South Asia,Bokaro,23.669296,86.151112,1,3,Bombing/Explosion,3,Police,92.0,India,6,Explosives,,14.0,0.0,3.0,0.0,
81985,200612050002,2006,12,5,95,Iraq,10,Middle East & North Africa,Mahmudiyah,33.057990999999994,44.354839,1,3,Bombing/Explosion,1,Business,95.0,Iraq,6,Explosives,,14.0,,25.0,,
81990,200612050009,2006,12,5,95,Iraq,10,Middle East & North Africa,Baghdad,33.303566,44.371773,1,3,Bombing/Explosion,1,Business,95.0,Iraq,6,Explosives,,16.0,,25.0,,
81991,200612050010,2006,12,5,95,Iraq,10,Middle East & North Africa,Baghdad,33.303566,44.371773,1,3,Bombing/Explosion,19,Transportation,95.0,Iraq,6,Explosives,,15.0,0.0,9.0,0.0,
81993,200612050012,2006,12,5,95,Iraq,10,Middle East & North Africa,Jalula,34.271034,45.163567,1,3,Bombing/Explosion,3,Police,95.0,Iraq,6,Explosives,,13.0,,55.0,,
81994,200612050013,2006,12,5,95,Iraq,10,Middle East & North Africa,Baghdad,33.303566,44.371773,1,3,Bombing/Explosion,1,Business,95.0,Iraq,6,Explosives,,14.0,0.0,25.0,0.0,
82011,200612120001,2006,12,12,95,Iraq,10,Middle East & North Africa,Baghdad,33.303566,44.371773,1,3,Bombing/Explosion,14,Private Citizens & Property,95.0,Iraq,6,Explosives,,61.0,,148.0,,
82014,200612120004,2006,12,12,95,Iraq,10,Middle East & North Africa,Baghdad,33.303566,44.371773,1,3,Bombing/Explosion,14,Private Citizens & Property,95.0,Iraq,6,Explosives,,46.0,,148.0,,
82027,200612150006,2006,12,15,195,Sudan,11,Sub-Saharan Africa,Al Junaynah,13.440885999999999,22.441727,1,2,Armed Assault,14,Private Citizens & Property,195.0,Sudan,5,Firearms,,15.0,0.0,5.0,0.0,
82029,200612170003,2006,12,17,42,Chad,11,Sub-Saharan Africa,Aradib,12.540257,19.059719,1,2,Armed Assault,14,Private Citizens & Property,195.0,Sudan,5,Firearms,,23.0,0.0,0.0,0.0,
82044,200612200008,2006,12,20,95,Iraq,10,Middle East & North Africa,Baghdad,33.303566,44.371773,1,3,Bombing/Explosion,8,Educational Institution,95.0,Iraq,6,Explosives,,11.0,0.0,17.0,0.0,
82045,200612200009,2006,12,20,95,Iraq,10,Middle East & North Africa,Baghdad,33.303566,44.371773,1,3,Bombing/Explosion,3,Police,95.0,Iraq,6,Explosives,,11.0,0.0,22.0,0.0,
82054,200612210005,2006,12,21,95,Iraq,10,Middle East & North Africa,Baghdad,33.303566,44.371773,1,3,Bombing/Explosion,3,Police,95.0,Iraq,6,Explosives,,13.0,0.0,12.0,0.0,
82060,200612230002,2006,12,23,195,Sudan,11,Sub-Saharan Africa,Tim,15.765392000000002,24.904473,1,6,Hostage Taking (Kidnapping),14,Private Citizens & Property,195.0,Sudan,5,Firearms,,18.0,0.0,0.0,0.0,
82077,200612270001,2006,12,27,95,Iraq,10,Middle East & North Africa,Baghdad,33.303566,44.371773,1,3,Bombing/Explosion,14,Private Citizens & Property,95.0,Iraq,6,Explosives,,25.0,0.0,55.0,0.0,
82078,200612270002,2006,12,27,95,Iraq,10,Middle East & North Africa,Baghdad,33.303566,44.371773,1,3,Bombing/Explosion,15,Religious Figures/Institutions,95.0,Iraq,6,Explosives,,17.0,0.0,35.0,0.0,
82089,200612280005,2006,12,28,95,Iraq,10,Middle East & North Africa,Baghdad,33.287345,44.319487,1,3,Bombing/Explosion,1,Business,95.0,Iraq,6,Explosives,,12.0,0.0,21.0,0.0,
82095,200612290007,2006,12,29,95,Iraq,10,Middle East & North Africa,Baghdad,33.303566,44.371773,1,3,Bombing/Explosion,14,Private Citizens & Property,95.0,Iraq,6,Explosives,,13.0,0.0,51.0,0.0,
82096,200612300001,2006,12,30,95,Iraq,10,Middle East & North Africa,Kufa,32.032916,44.399648,1,3,Bombing/Explosion,14,Private Citizens & Property,95.0,Iraq,6,Explosives,,15.0,0.0,25.0,0.0,
82114,200701010007,2007,1,1,195,Sudan,11,Sub-Saharan Africa,Magwi,4.134965,32.293494,1,9,Unknown,14,Private Citizens & Property,195.0,Sudan,13,Unknown,,13.0,0.0,8.0,0.0,
82119,200701030002,2007,1,3,208,Tunisia,10,Middle East & North Africa,Sulayman,36.698601000000004,10.488660000000001,0,2,Armed Assault,3,Police,208.0,Tunisia,5,Firearms,,14.0,0.0,,0.0,
82121,200701040002,2007,1,4,95,Iraq,10,Middle East & North Africa,Baghdad,33.303566,44.371773,1,3,Bombing/Explosion,14,Private Citizens & Property,95.0,Iraq,6,Explosives,,13.0,0.0,25.0,0.0,
82125,200701050004,2007,1,5,92,India,6,South Asia,Sadiya,27.508487,95.177208,1,2,Armed Assault,14,Private Citizens & Property,92.0,India,5,Firearms,,48.0,0.0,19.0,0.0,
82130,200701060002,2007,1,6,186,Sri Lanka,6,South Asia,Meetiyagoda,6.189833999999999,80.095394,1,3,Bombing/Explosion,19,Transportation,186.0,Sri Lanka,6,Explosives,,12.0,0.0,47.0,0.0,
82138,200701080007,2007,1,8,195,Sudan,11,Sub-Saharan Africa,Al Muhajiriyah,10.133262,27.566878000000003,1,3,Bombing/Explosion,14,Private Citizens & Property,195.0,Sudan,5,Firearms,,20.0,0.0,13.0,0.0,
82147,200701100005,2007,1,10,95,Iraq,10,Middle East & North Africa,Karbala,32.604393,44.007145,1,2,Armed Assault,14,Private Citizens & Property,95.0,Iraq,5,Firearms,,11.0,0.0,14.0,0.0,
82166,200701130007,2007,1,13,147,Nigeria,11,Sub-Saharan Africa,Ekulama,4.573055999999999,6.745556,1,2,Armed Assault,11,Maritime,147.0,Nigeria,5,Firearms,,12.0,0.0,0.0,0.0,
82178,200701160001,2007,1,16,95,Iraq,10,Middle East & North Africa,Baghdad,33.303566,44.371773,1,3,Bombing/Explosion,8,Educational Institution,95.0,Iraq,6,Explosives,,65.0,0.0,123.0,0.0,
82197,200701190004,2007,1,19,65,Ethiopia,11,Sub-Saharan Africa,Gunagado,8.223471,43.565877,1,2,Armed Assault,7,Government (Diplomatic),65.0,Ethiopia,5,Firearms,,25.0,0.0,0.0,0.0,
82210,200701220006,2007,1,22,95,Iraq,10,Middle East & North Africa,Baghdad,33.303566,44.371773,1,3,Bombing/Explosion,14,Private Citizens & Property,95.0,Iraq,6,Explosives,Attackers used twin car bombs set off seconds apart,88.0,0.0,160.0,0.0,
82211,200701220008,2007,1,22,95,Iraq,10,Middle East & North Africa,Khalis,33.848618,44.522125,1,3,Bombing/Explosion,14,Private Citizens & Property,95.0,Iraq,6,Explosives,The attackers' second weapon was a roadside bomb,12.0,0.0,,0.0,
82237,200701250004,2007,1,25,95,Iraq,10,Middle East & North Africa,Baghdad,33.303566,44.371773,1,3,Bombing/Explosion,14,Private Citizens & Property,95.0,Iraq,6,Explosives,,26.0,0.0,54.0,0.0,
82248,200701270001,2007,1,27,153,Pakistan,6,South Asia,Peshawar,34.006004,71.53743,1,3,Bombing/Explosion,3,Police,153.0,Pakistan,6,Explosives,,15.0,0.0,,0.0,
82249,200701270002,2007,1,27,95,Iraq,10,Middle East & North Africa,Baghdad,33.303566,44.371773,1,3,Bombing/Explosion,14,Private Citizens & Property,95.0,Iraq,6,Explosives,,15.0,0.0,55.0,0.0,
82264,200701300001,2007,1,30,95,Iraq,10,Middle East & North Africa,Dura Mandali,33.744999,45.545615999999995,1,3,Bombing/Explosion,15,Religious Figures/Institutions,95.0,Iraq,6,Explosives,,24.0,0.0,,0.0,
82265,200701300002,2007,1,30,95,Iraq,10,Middle East & North Africa,Khanaqin,34.347343,45.383274,1,3,Bombing/Explosion,14,Private Citizens & Property,95.0,Iraq,6,Explosives,,12.0,0.0,,0.0,
82270,200701300008,2007,1,30,6,Algeria,10,Middle East & North Africa,Bousselem,36.28611,5.60722,1,3,Bombing/Explosion,4,Military,6.0,Algeria,6,Explosives,RPG7,15.0,0.0,,0.0,
82274,200701310004,2007,1,31,186,Sri Lanka,6,South Asia,Colombo,6.941837,79.861687,1,3,Bombing/Explosion,4,Military,186.0,Sri Lanka,6,Explosives,,11.0,0.0,,,
82279,200701310009,2007,1,31,229,Democratic Republic of the Congo,11,Sub-Saharan Africa,Matadi,-5.85087,13.462743,1,2,Armed Assault,14,Private Citizens & Property,229.0,Democratic Republic of the Congo,5,Firearms,,12.0,0.0,5.0,0.0,
82282,200702010001,2007,2,1,95,Iraq,10,Middle East & North Africa,Hillah,32.469238,44.416637,1,3,Bombing/Explosion,14,Private Citizens & Property,95.0,Iraq,6,Explosives,,57.0,0.0,150.0,0.0,
82286,200702010005,2007,2,1,42,Chad,11,Sub-Saharan Africa,Adre,13.464442000000002,22.197704,1,2,Armed Assault,4,Military,42.0,Chad,5,Firearms,,32.0,0.0,70.0,0.0,
82299,200702030020,2007,2,3,95,Iraq,10,Middle East & North Africa,Baghdad,33.303566,44.371773,1,3,Bombing/Explosion,14,Private Citizens & Property,95.0,Iraq,6,Explosives,,120.0,0.0,246.0,0.0,
82306,200702030027,2007,2,3,155,West Bank and Gaza Strip,10,Middle East & North Africa,Gaza,31.502407,34.459742999999996,1,7,Facility/Infrastructure Attack,8,Educational Institution,155.0,West Bank and Gaza Strip,8,Incendiary,,17.0,0.0,200.0,0.0,
82343,200702080002,2007,2,8,95,Iraq,10,Middle East & North Africa,Balad,34.010471,44.148235,1,2,Armed Assault,14,Private Citizens & Property,95.0,Iraq,5,Firearms,,14.0,0.0,0.0,0.0,
82345,200702080005,2007,2,8,95,Iraq,10,Middle East & North Africa,Aziziyah,32.910708,45.06299,1,3,Bombing/Explosion,14,Private Citizens & Property,95.0,Iraq,6,Explosives,,16.0,0.0,25.0,0.0,
82351,200702090020,2007,2,9,95,Iraq,10,Middle East & North Africa,Baghdad,33.303566,44.371773,1,6,Hostage Taking (Kidnapping),14,Private Citizens & Property,95.0,Iraq,5,Firearms,,11.0,0.0,2.0,0.0,
82360,200702090029,2007,2,9,95,Iraq,10,Middle East & North Africa,Baghdad,33.303566,44.371773,1,2,Armed Assault,14,Private Citizens & Property,95.0,Iraq,5,Firearms,,14.0,0.0,1.0,0.0,
82374,200702110004,2007,2,11,95,Iraq,10,Middle East & North Africa,Dowr,34.458889,43.791004,1,3,Bombing/Explosion,3,Police,95.0,Iraq,6,Explosives,,15.0,0.0,25.0,0.0,
82377,200702120020,2007,2,12,95,Iraq,10,Middle East & North Africa,Baghdad,33.303566,44.371773,1,3,Bombing/Explosion,14,Private Citizens & Property,95.0,Iraq,6,Explosives,,66.0,0.0,150.0,0.0,
82394,200702140003,2007,2,14,94,Iran,10,Middle East & North Africa,Zahedan,29.483576,60.862701,1,3,Bombing/Explosion,4,Military,94.0,Iran,6,Explosives,,18.0,0.0,,0.0,
82404,200702150023,2007,2,15,95,Iraq,10,Middle East & North Africa,Ramadi,33.420947999999996,43.295662,1,3,Bombing/Explosion,3,Police,95.0,Iraq,6,Explosives,,15.0,0.0,25.0,0.0,
82415,200702170001,2007,2,17,153,Pakistan,6,South Asia,Quetta,30.200819,66.994354,1,3,Bombing/Explosion,2,Government (General),153.0,Pakistan,6,Explosives,,16.0,0.0,35.0,0.0,
82416,200702170002,2007,2,17,95,Iraq,10,Middle East & North Africa,Kirkuk,35.45211,44.375465000000005,1,3,Bombing/Explosion,14,Private Citizens & Property,95.0,Iraq,6,Explosives,,13.0,0.0,65.0,0.0,
82422,200702180001,2007,2,18,95,Iraq,10,Middle East & North Africa,Baghdad,33.303566,44.371773,1,3,Bombing/Explosion,14,Private Citizens & Property,95.0,Iraq,6,Explosives,Two car bombs,56.0,0.0,127.0,0.0,
82437,200702190003,2007,2,19,92,India,6,South Asia,Diwana,29.314111999999998,76.970119,1,3,Bombing/Explosion,19,Transportation,92.0,India,8,Incendiary,,66.0,0.0,,0.0,
82440,200702190006,2007,2,19,42,Chad,11,Sub-Saharan Africa,Fada,17.194404000000002,21.585860999999998,1,9,Unknown,14,Private Citizens & Property,42.0,Chad,13,Unknown,,63.0,0.0,45.0,0.0,
82443,200702190009,2007,2,19,182,Somalia,11,Sub-Saharan Africa,Mogadishu,2.059819,45.326115,1,3,Bombing/Explosion,4,Military,65.0,Ethiopia,6,Explosives,,13.0,0.0,100.0,0.0,
82473,200702240001,2007,2,24,92,India,6,South Asia,Bishnupur district,24.63036,93.75982900000001,1,2,Armed Assault,3,Police,92.0,India,5,Firearms,,15.0,0.0,7.0,0.0,
82474,200702240002,2007,2,24,95,Iraq,10,Middle East & North Africa,Habbaniyah,33.382431,43.587631,1,3,Bombing/Explosion,15,Religious Figures/Institutions,95.0,Iraq,6,Explosives,,35.0,0.0,60.0,0.0,
82482,200702260001,2007,2,26,95,Iraq,10,Middle East & North Africa,Baghdad,33.303566,44.371773,1,3,Bombing/Explosion,8,Educational Institution,95.0,Iraq,6,Explosives,,41.0,0.0,,0.0,
82492,200702270001,2007,2,27,4,Afghanistan,6,South Asia,Bagram Air Field,34.944168,69.273331,1,3,Bombing/Explosion,2,Government (General),217.0,United States,6,Explosives,,24.0,0.0,27.0,0.0,
